facility_name,street1,city,postal_code,country,latitude,longitude,phone
Walgreens,122 S. MICHIGAN AVE,CHICAGO,60603,,,,
CVS/pharmacy,4801 N CENTRAL AVE,Chicago,60630,,,,
Walgreens,3358 N WESTERN AVE,CHICAGO,60618,,,,
Walgreens,2 North State St,Chicago,60601,,,,
Walgreens,711 W NORTH AVE STE 204,Chicago,60610,,,,
Walgreens,11 E 75TH ST,Chicago,60619,,,,
Walgreens,4745 W BELMONT AVE,Chicago,60641,,,,
Walgreens,4710 S WESTERN AVE,CHICAGO,60609,,,,
Walgreens,1616 E 87TH ST,Chicago,60617,,,,
16th Ward Office,3045 W. 63rd St.,Chicago,60629,,,,
Walgreens,3405 S KING DR,CHICAGO,60616,,,,
CVS/pharmacy,3615 NORTH CENTRAL AVENUE,CHICAGO,60634,,,,
Walgreens,1533 E 67TH ST,Chicago,60637,,,,
CVS/pharmacy,1714 NORTH SHEFFIELD AVENUE,Chicago,60614,,,,
Kennedy King College - Family Flu Day,6343 S. Halsted St.,Chicago,60621,,,,
33rd Ward Office,3649 N KEDZIE AVE,CHICAGO,60618,,,,
Walgreens,410 N MICHIGAN,Chicago,60611,,,,
Walgreens,6315 S KEDZIE AVE,CHICAGO,60629,,,,
18th Ward - Hayes Park Gym,2936 W. 85th St.,Chicago,60652,,,,
Roseland Community WIC,11255 S MICHIGAN AVE,CHICAGO,60628,,,,
3rd Ward Office,5046 S. State St.,Chicago,60609,,,,
CVS/pharmacy,7855 SOUTH WESTERN AVENUE,CHICAGO,60652,,,,
CVS/pharmacy,3615 NORTH CENTRAL AVENUE,Chicago,60634,,,,
21st Ward Office,9011 S. Ashland Ave.,Chicago,60620,,,,
CVS/pharmacy,4801 NORTH CENTRAL AVENUE,CHICAGO,60630,,,,
Walgreens,250 S WACKER DR,CHICAGO,60606,,,,
Chicago Police Department - 19th District,2452 W. Belmont Ave.,Chicago,60618,,,,
8th Ward Office,8539 S. Cottage Grove Ave.,Chicago,60619,,,,
Chicago Police Department - 5th District,727 E. 111th St.,Chicago,60628,,,,
Walgreens,740 W DIVERSEY PKWY,CHICAGO,60614,,,,
Walgreens,1616 E 87TH ST,Chicago,60617,,,,
12th Ward-McKinley Park Fieldhouse,2210 W. Pershing Rd.,Chicago,60609,,,,
CVS/pharmacy,2418 WEST DIVISION STREET,Chicago,60622,,,,
44th Ward-CPD 19th District,850 W. Addison St.,Chicago,60613,,,,
Jewel-Osco 3262,4660 W Irving Park Rd,Chicago,60641,,,,
CVS/pharmacy,6200 WEST HIGGINS AVENUE,Chicago,60630,,,,
Walgreens,4001 W IRVING PARK RD,CHICAGO,60641,,,,
Villa Guadalupe,3201 E. 91st St.,Chicago,60617,,,,
CVS/pharmacy,2634 SOUTH PULASKI ROAD,CHICAGO,60623,,,,
Walgreens,7410 N CLARK ST,CHICAGO,60626,,,,
Walgreens,1520 W FULLERTON AVE,Chicago,60614,,,,
Walgreens,2001 N MILWAUKEE AVE,Chicago,60647,,,,
CVS/pharmacy,2545 MARTIN LUTHER KING,CHICAGO,60606,,,,
Walgreens,4385 S ARCHER AVE,CHICAGO,60632,,,,
CVS/pharmacy,6315 SOUTH PULASKI ROAD,Chicago,60629,,,,
CVS/pharmacy,8025 SOUTH ASHLAND AVENUE,Chicago,60620,,,,
Walgreens,3320 W FULLERTON AVE,CHICAGO,60647,,,,
Walgreens,5414 S ARCHER AVE,CHICAGO,60638,,,,
Walgreens,6460 W FULLERTON AVE,CHICAGO,60707,,,,
5th Ward-Don Nash Comm. Center,1833 E 71ST ST,CHICAGO,60649,,,,
St. Pius V Parish,1919 S. Ashland Ave.,Chicago,60608,,,,
CVS/pharmacy,137 SOUTH STATE STREET,CHICAGO,60603,,,,
CVS/pharmacy,3411 WEST ADDISON STREET,Chicago,60618,,,,
Walgreens,6140 N WESTERN AVE,Chicago,60659,,,,
Walgreens,4720 N MARINE DR,CHICAGO,60640,,,,
33rd Ward - Brands Park,3259 N. Elston Ave.,Chicago,60618,,,,
CVS/pharmacy,6355 WEST BELMONT,Chicago,60634,,,,
43rd Ward-DePaul Student Center,2250 N. Sheffield Ave.,Chicago,60614,,,,
Walgreens,1614 W 47TH ST,Chicago,60609,,,,
Walgreens,6315 S KEDZIE AVE,Chicago,60629,,,,
Jewel-Osco 3407,5532 North Clark,Chicago,60640,,,,
Walgreens,3000 S HALSTED ST,CHICAGO,60608,,,,
CVS/pharmacy,4540 NORTH PULASKI ROAD,CHICAGO,60630,,,,
Jewel-Osco 3181,101 West 87th St,Chicago,60620,,,,
CVS/pharmacy,1550 NORTH KOSTNER AVENUE,Chicago,60639,,,,
Whole Foods - Family Flu Day,832 W. 63rd St.,Chicago,60621,,,,
BCBSIL Christ Universal Temple,11901 S. Ashland Ave.,Chicago,60643,,,,
CVS/pharmacy,2634 SOUTH PULASKI ROAD,Chicago,60623,,,,
CVS/pharmacy,2053 NORTH MILWAUKEE AVENUE,CHICAGO,60647,,,,
City Hall - 2nd Floor Lobby,121 N. LaSalle St.,Chicago,60602,,,,
21st Ward Office,9011 S ASHLAND AVE,CHICAGO,60620,,,,
Walgreens,912 W BELMONT AVE,Chicago,60657,,,,
Walgreens,1200 N DEARBORN ST,Chicago,60610,,,,
32nd Ward Office,2657 N. Clybourn Ave.,Chicago,60614,,,,
Walgreens,1320 E 47TH ST,CHICAGO,60653,,,,
CVS/pharmacy,3615 NORTH CENTRAL AVENUE,Chicago,60634,,,,
Walgreens,2835 N SHEFFIELD AVE STE 505,CHICAGO,60657,,,,
Walgreens,1320 E 47TH ST,Chicago,60653,,,,
CVS/pharmacy,6150 N BROADWAY ST,Chicago,60660,,,,
Walgreens,191 N CLARK ST,Chicago,60601,,,,
CVS/pharmacy,121 WEST KINZIE STREET,CHICAGO,60610,,,,
Walgreens,1931 W CERMAK RD,CHICAGO,60608,,,,
Walgreens,2015 E 79TH ST,CHICAGO,60649,,,,
Walgreens,111 S HALSTED ST,CHICAGO,60661,,,,
Walgreens,201 W MADISON ST,Chicago,60606,,,,
Jewel-Osco 3514,3531 North Broadway,Chicago,60657,,,,
Walgreens,740 W DIVERSEY PKWY,CHICAGO,60614,,,,
37th Ward Office,4922 W. Chicago Ave.,Chicago,60651,,,,
Gift From God Ministry Church,1818 W. 74th St.,Chicago,60636,,,,
9th Ward-Palmer Park,201 E. 111th St.,Chicago,60628,,,,
18th Ward-Hayes Park,2936 W. 85th St.,Chicago,60652,,,,
CVS/pharmacy,1165 N CLARK,Chicago,60610,,,,
CVS/pharmacy,3944 NORTH WESTERN AVENUE,CHICAGO,60618,,,,
Walgreens,3401 W ROOSEVELT RD,CHICAGO,60624,,,,
Walgreens,3424 W BELMONT AVE,CHICAGO,60618,,,,
18th Ward Office,8108 S WESTERN AVE,CHICAGO,60620,,,,
Englewood Neighborhood Health Center,641 W 63RD ST,CHICAGO,60621,,,,
CVS/pharmacy,3637 N SOUTHPORT AVE,CHICAGO,60613,,,,
Kmart Pharmacy,5050 S KEDZIE AVE,CHICAGO,60632,,,,
Walgreens,2924 E 92ND ST,CHICAGO,60617,,,,
CVS/pharmacy,1211 WEST ROOSEVELT ROAD,CHICAGO,60608,,,,
Walgreens,300 N MICHIGAN AVE,CHICAGO,60601,,,,
CVS/pharmacy,3552 WEST GRAND AVENUE,CHICAGO,60651,,,,
Walgreens,4010 W LAWRENCE AVE,Chicago,60630,,,,
Physicians Immediate Care,5961 North Lincoln Avenue,Chicago,60659,,,,
Walgreens,1627 N PULASKI RD,CHICAGO,60639,,,,
Noblest Islamic Community,8030 S. Kedzie Ave.,Chicago,60652,,,,
CVS/pharmacy,8639 SOUTH CICERO AVENUE,Chicago,60652,,,,
Walgreens,1650 W CHICAGO AVE,CHICAGO,60622,,,,
MinuteClinic Inside CVS/pharmacy Store # 08750,4801 NORTH CENTRAL AVENUE,CHICAGO,60630,,,,
Walgreens,111 S HALSTED ST,CHICAGO,60661,,,,
CVS/pharmacy,6417 WEST HIGGINS AVENUE,Chicago,60656,,,,
Walgreens,2 E ROOSEVELT RD,Chicago,60605,,,,
CVS/pharmacy,400 WEST MADISON STREET,Chicago,60606,,,,
CVS/pharmacy,1201 NORTH STATE STREET,Chicago,60610,,,,
CVS/pharmacy,8444 SOUTH PULASKI ROAD,Chicago,60652,,,,
Walgreens,1533 E 67TH ST,CHICAGO,60637,,,,
Walgreens,4710 S WESTERN AVE,Chicago,60609,,,,
Walgreens,933 N STATE ST,CHICAGO,60610,,,,
CVS/pharmacy,4540 NORTH PULASKI ROAD,Chicago,60630,,,,
15th Ward Office,1650 W. 63rd St.,Chicago,60636,,,,
Walgreens,912 W BELMONT AVE,Chicago,60657,,,,
9th Ward-St John MB Church,211 E. 115th St.,Chicago,60628,,,,
Physicians Immediate Care,6140 North Broadway,Chicago,60660,,,,
47th Ward - Chicago Public Library Sulzer Branch,4455 N. Lincoln Ave.,Chicago,60625,,,,
Walgreens,315 W CHICAGO AVE,CHICAGO,60654,,,,
CVS/pharmacy,1228 E 53RD ST,Chicago,60615,,,,
CVS/pharmacy,4051 N LINCOLN AVE,Chicago,60618,,,,
Walgreens,410 N MICHIGAN,CHICAGO,60611,,,,
Jewel-Osco 3442,4032 W Foster,Chicago,60630,,,,
CVS/pharmacy,8444 SOUTH PULASKI ROAD,Chicago,60652,,,,
Walgreens,16 W ADAMS ST,CHICAGO,60603,,,,
Walgreens,3424 W BELMONT AVE,Chicago,60618,,,,
Walgreens,3611 E 106TH ST,CHICAGO,60617,,,,
Walgreens,1500 W WILSON AVE,Chicago,60640,,,,
CVS/pharmacy,1713 SOUTH ASHLAND AVENUE,CHICAGO,60608,,,,
Daley College - Family Flu Day,7500 S. Pulaski Rd.,Chicago,60652,,,,
CVS/pharmacy,120 SOUTH LASALLE STREET,CHICAGO,60603,,,,
Walgreens,5874 S ARCHER AVE,CHICAGO,60638,,,,
Physicians Immediate Care,811 S. State St.,Chicago,60605,,,,
Walgreens,912 W BELMONT AVE,CHICAGO,60657,,,,
CVS/pharmacy,7855 SOUTH WESTERN AVENUE,Chicago,60652,,,,
Walgreens,122 S MICHIGAN AVE,Chicago,60603,,,,
Walgreens,4025 N SHERIDAN RD,CHICAGO,60613,,,,
CVS/pharmacy,9142 SOUTH CHICAGO AVENUE,CHICAGO,60617,,,,
CVS/pharmacy,11055 SOUTH WESTERN AVENUE,Chicago,60643,,,,
CVS/pharmacy,3940 WEST FULLERTON AVENUE,CHICAGO,60647,,,,
Walgreens,6121 N. BROADWAY,CHICAGO,60660,,,,
Walgreens,4343 N KEDZIE AVE,Chicago,60618,,,,
Walgreens,151 N STATE ST,CHICAGO,60601,,,,
Walgreens,347 E 95TH ST,Chicago,60619,,,,
Walgreens,3046 N HALSTED ST,CHICAGO,60657,,,,
Walgreens,3245 N HALSTED ST,Chicago,60657,,,,
Jewel-Osco 3030,7530 S. Stoney Island,Chicago,60649,,,,
Walgreens,4385 S ARCHER AVE,CHICAGO,60632,,,,
Chicago Police Department - 2nd District,5101 S. Wentworth Ave.,Chicago,60609,,,,
Walgreens,4025 N SHERIDAN RD,Chicago,60613,,,,
Walgreens,10300 S MICHIGAN AVE,CHICAGO,60628,,,,
Walgreens,200 W ADAMS ST,CHICAGO,60606,,,,
CVS/pharmacy,2414 NORTH LINCOLN AVENUE,Chicago,60614,,,,
Walgreens,6121 N BROADWAY,Chicago,60660,,,,
Chicago Police Department - HQ,3510 S. Michigan Ave.,Chicago,60653,,,,
CVS/pharmacy,520 SOUTH  STATE STREET,Chicago,60605,,,,
27th Ward Office,4 N. Western Ave.,Chicago,60612,,,,
Walgreens,1546 N CENTRAL AVE,CHICAGO,60651,,,,
14th Ward - Polish Highlanders,4808 S. Archer Ave.,Chicago,60632,,,,
Walgreens,111 S HALSTED ST,CHICAGO,60661,,,,
Walgreens,5401 S WENTWORTH AVE,CHICAGO,60609,,,,
CVS/pharmacy,130 SOUTH CANAL STREET,Chicago,60606,,,,
Walgreens,953 W IRVING PARK RD,Chicago,60613,,,,
Walgreens,191 N CLARK ST,Chicago,60601,,,,
Walgreens,4005 W 26TH ST,CHICAGO,60623,,,,
CVS/pharmacy,3101 NORTH CLARK STREET,CHICAGO,60657,,,,
Walgreens,6330 S KING DR,CHICAGO,60637,,,,
7th Ward-Jeffery Manor Library,2401 E. 100th St.,Chicago,60617,,,,
CVS/pharmacy,2815 NORTH WESTERN AVENUE,CHICAGO,60618,,,,
46th Ward-Weiss Hospital,4700 N. Marine Drive,Chicago,60640,,,,
Walgreens,3220 W 111TH ST,CHICAGO,60655,,,,
CVS/pharmacy,205 N. MICHIGAN AVENUE,CHICAGO,60601,,,,
33rd Ward Office,3001 W. Irving Park Rd.,Chicago,60618,,,,
CVS/pharmacy,3101 NORTH CLARK STREET,Chicago,60657,,,,
Physicians Immediate Care,6140 North Broadway,Chicago,60660,,,,
Walgreens,1649 W BELMONT AVE,CHICAGO,60657,,,,
Jewel-Osco 3344,1220 S. Ashland Ave.,Chicago,60608,,,,
Chicago Police Department - 2nd District,5101 S. Wentworth Ave.,Chicago,60609,,,,
CVS/pharmacy,4540 NORTH PULASKI ROAD,Chicago,60630,,,,
CVS/pharmacy,1200 NORTH ASHLAND AVENUE,CHICAGO,60622,,,,
Kmart Pharmacy,5050 S KEDZIE AVE,CHICAGO,60632,,,,
Walgreens,3201 N BROADWAY ST,CHICAGO,60657,,,,
Walgreens,1926 W 35TH ST,Chicago,60609,,,,
Walgreens,7150 W ARCHER AVE,Chicago,60638,,,,
Walgreens,4817 W FULLERTON AVE,CHICAGO,60639,,,,
Walgreens,6809 W BELMONT AVE,CHICAGO,60634,,,,
Walgreens,30 N MICHIGAN AVE,Chicago,60602,,,,
Walgreens,1601 N WELLS ST,Chicago,60614,,,,
CVS/pharmacy,745 WEST 103 ROAD STREET,Chicago,60628,,,,
18th Ward-Hayes Park,2936 W. 85th St.,Chicago,60652,,,,
CVS/pharmacy,3411 WEST ADDISON STREET,CHICAGO,60618,,,,
Chicago Police Department-Area North,2452 W. Belmont Ave.,Chicago,60618,,,,
Walgreens,501 W ROOSEVELT RD,CHICAGO,60607,,,,
Greater Lawn WIC,4150 W. 55th St.,Chicago,60632,,,,
24th Ward Office,1158 S. Keeler Ave.,Chicago,60624,,,,
Walgreens,6121 N BROADWAY,CHICAGO,60660,,,,
Walgreens,4005 W 26TH ST,CHICAGO,60623,,,,
Walgreens,4801 N LINCOLN AVE,Chicago,60625,,,,
Walgreens,1500 W WILSON AVE,CHICAGO,60640,,,,
CVS/pharmacy,4777 NORTH MILWAUKEE AVENUE,CHICAGO,60630,,,,
CVS/pharmacy,5360 SOUTH WESTERN AVENUE,Chicago,60609,,,,
Walgreens,4700 S HALSTED ST,Chicago,60609,,,,
37th Ward Office,4926 W. Chicago Ave.,Chicago,60651,,,,
15th Ward Office,1650 W. 63rd St.,Chicago,60636,,,,
Kmart Pharmacy,7050 S PULASKI,CHICAGO,60629,,,,
Walgreens,342 E ILLINOIS ST,Chicago,60611,,,,
Walgreens,1931 W CERMAK RD,CHICAGO,60608,,,,
CVS/pharmacy,6510 NORTH SHERIDAN ROAD,Chicago,60626,,,,
CVS/pharmacy,3411 WEST ADDISON STREET,Chicago,60618,,,,
CVS/pharmacy,1713 SOUTH ASHLAND AVENUE,CHICAGO,60608,,,,
CVS/pharmacy,4051 NORTH LINCOLN AVENUE,CHICAGO,60618,,,,
41st Ward-Taft High School,6530 W. Bryn Mawr Ave.,Chicago,60631,,,,
40th Ward Office,5850 N. Lincoln Ave.,Chicago,60659,,,,
CVS/pharmacy,1714 NORTH SHEFFIELD AVENUE,CHICAGO,60614,,,,
Walgreens,3934 W DIVERSEY AVE,CHICAGO,60647,,,,
CVS/pharmacy,3311 NORTH PULASKI ROAD,Chicago,60641,,,,
Walgreens,"251 E HURON STREET, SUITE 2B114",CHICAGO,60611,,,,
1st Ward Office,2740 W. North Ave.,Chicago,60647,,,,
Walgreens,6310 N NAGLE AVE,Chicago,60646,,,,
Walgreens,1372 N MILWAUKEE AVE,CHICAGO,60622,,,,
Jewel-Osco 3477,4734 North Pueblo,Chicago,60656,,,,
Walgreens,1931 W CERMAK RD,CHICAGO,60608,,,,
Walgreens,250 S WACKER DR,CHICAGO,60606,,,,
Walgreens,2340 W MADISON ST,CHICAGO,60612,,,,
CVS/pharmacy,8025 SOUTH ASHLAND AVENUE,Chicago,60620,,,,
CVS/pharmacy,3944 NORTH WESTERN AVENUE,Chicago,60618,,,,
Prosser Career Academy H.S,2148 N. Long Ave.,Chicago,60639,,,,
Walgreens,4710 S WESTERN AVE,CHICAGO,60609,,,,
43rd Ward,2523 N. Halsted Ave.,Chicago,60614,,,,
34th Ward Office,507 W. 111th St.,Chicago,60628,,,,
CVS/pharmacy,3951 WEST 103RD STREET,Chicago,60655,,,,
Walgreens,315 W CHICAGO AVE,CHICAGO,60654,,,,
Walgreens,4010 W LAWRENCE AVE,Chicago,60630,,,,
CVS/pharmacy,5205 NORTH BROADWAY STREET,CHICAGO,60640,,,,
Walgreens,4343 N CENTRAL AVE,Chicago,60634,,,,
Walgreens,5222 W MADISON ST,CHICAGO,60644,,,,
Wright College,4300 N NARRAGANSETT AVE,CHICAGO,60634,,,,
Walgreens,1627 N PULASKI RD,CHICAGO,60639,,,,
Nigerian Illinois Nurses Association,7341 N. Claremont Ave.,Chicago,60645,,,,
Walgreens,4001 W IRVING PARK RD,Chicago,60641,,,,
Walgreens,7652 W TOUHY AVE,CHICAGO,60631,,,,
Walgreens,1372 N MILWAUKEE AVE,CHICAGO,60622,,,,
Walgreens,11801 S AVENUE O,CHICAGO,60617,,,,
Walgreens,2011 E 95TH ST,CHICAGO,60617,,,,
2nd Ward-Lakeshore Park Field House,808 N. Lakeshore Dr.,Chicago,60611,,,,
31st Ward-Regency Inn Banquet,5319 W. Diversey,Chicago,60639,,,,
41st Ward-Taft High School,6530 W. Bryn Mawr Ave.,Chicago,60631,,,,
Walgreens,4748 W NORTH AVE,Chicago,60639,,,,
Walgreens,3934 W DIVERSEY AVE,Chicago,60647,,,,
Walgreens,1372 N MILWAUKEE AVE,CHICAGO,60622,,,,
Greater Lawn WIC,4150 W 55TH ST,CHICAGO,60632,,,,
Walgreens,1616 E 87TH ST,CHICAGO,60617,,,,
Uptown WIC,845 W. Wilson Ave.,Chicago,60640,,,,
CVS/pharmacy,741 WEST 31ST STREET,Chicago,60608,,,,
Walgreens,7155 W FOSTER AVE,Chicago,60656,,,,
Chicago Police Department - 25th District,5555 W. Grand Ave.,Chicago,60639,,,,
Walgreens,6809 W BELMONT AVE,Chicago,60634,,,,
Walgreens,4748 W NORTH AVE,CHICAGO,60639,,,,
CVS/pharmacy,1930 WEST 103RD STREET,Chicago,60643,,,,
4th Ward-Oak Shores Community Center,3825 S. Vincennes Ave.,Chicago,60653,,,,
Arturo Velasquez Institute,2800 S WESTERN AVE,CHICAGO,60608,,,,
CVS/pharmacy,205 N. MICHIGAN AVENUE,CHICAGO,60601,,,,
Chicago Police Department - Area North,2452 W. Belmont Ave.,Chicago,60618,,,,
12th Ward-McKinley Park,2210 W. Pershing Rd.,Chicago,60609,,,,
Walgreens,5401 S WENTWORTH AVE,Chicago,60609,,,,
CVS/pharmacy,1201 NORTH STATE STREET,Chicago,60610,,,,
Walgreens,680 N LAKE SHORE DR,CHICAGO,60611,,,,
Arturo Velasquez Institute-Family Flu Day,2800 S. Western Ave.,Chicago,60608,,,,
44th Ward-Britton Senior Apartments,501 W. Surf St.,Chicago,60657,,,,
36th Ward Office,6934 W. Diversey Ave.,Chicago,60707,,,,
St Michael the Archangel Parish,1936 W. 48th St.,Chicago,60609,,,,
City Hall - 2nd Floor Lobby,121 N. LaSalle St.,Chicago,60602,,,,
Walgreens,2345 W 103RD ST,CHICAGO,60643,,,,
Walgreens,1320 E 47TH ST,CHICAGO,60653,,,,
Greater Lawn WIC,4150 W 55TH ST,CHICAGO,60632,,,,
CVS/pharmacy,3033 NORTH BROADWAY STREET,CHICAGO,60657,,,,
Jewel-Osco 3501,3400 N. Western Ave,Chicago,60618,,,,
CVS/pharmacy,3311 NORTH PULASKI ROAD,Chicago,60641,,,,
CVS/pharmacy,1211 WEST ROOSEVELT ROAD,Chicago,60608,,,,
Walgreens,10300 S MICHIGAN AVE,Chicago,60628,,,,
CVS/pharmacy,3146 WEST MADISON,Chicago,60612,,,,
Trinity United Church of Christ,400 W 95TH ST,CHICAGO,60628,,,,
CVS/pharmacy,6355 WEST BELMONT,CHICAGO,60634,,,,
Walgreens,201 W MADISON ST,CHICAGO,60606,,,,
CVS/pharmacy,6200 WEST HIGGINS AVENUE,CHICAGO,60630,,,,
CVS/pharmacy,3637 NORTH SOUTHPORT AVENUE,CHICAGO,60613,,,,
Daley College,7500 S PULASKI RD,CHICAGO,60652,,,,
Cherubim & Seraphim Church,10747 S. Halsted St.,Chicago,60628,,,,
Walgreens,3220 W 111TH ST,CHICAGO,60655,,,,
CVS/pharmacy,3101 NORTH CLARK STREET,Chicago,60657,,,,
Walgreens,3110 W ARMITAGE AVE,CHICAGO,60647,,,,
Walgreens,1213 W 79TH ST,CHICAGO,60620,,,,
39th Ward Office,4404 W. Lawrence Ave.,Chicago,60630,,,,
CVS/pharmacy,5360 SOUTH WESTERN AVENUE,CHICAGO,60609,,,,
1st Ward Office,2740 W. North Ave.,Chicago,60647,,,,
Walgreens,3201 N BROADWAY ST,Chicago,60657,,,,
8th Ward Office,8539 S COTTAGE GROVE AVE,CHICAGO,60619,,,,
CVS/pharmacy,130 SOUTH CANAL STREET,CHICAGO,60606,,,,
CVS/pharmacy,105 SOUTH WABASH AVENUE,Chicago,60603,,,,
Walgreens,5753 N CANFIELD AVE,Chicago,60631,,,,
CVS/pharmacy,1819 NORTH HARLEM AVENUE,Chicago,60707,,,,
Walgreens,953 W IRVING PARK RD,CHICAGO,60613,,,,
Walgreens,4040 N CICERO AVE,Chicago,60641,,,,
35th Ward Office,2710 N. Sawyer Ave.,Chicago,60647,,,,
15th Ward Office-Brighton Park,2736 W. 47th St.,Chicago,60632,,,,
Walgreens,1001 W BELMONT AVE,Chicago,60657,,,,
CVS/pharmacy,400 WEST MADISON STREET,Chicago,60606,,,,
Walgreens,953 W IRVING PARK RD,Chicago,60613,,,,
Jewel-Osco 2506,424 W Division St,Chicago,60610,,,,
Walgreens,2440 W NORTH AVE,CHICAGO,60647,,,,
CVS/pharmacy,3411 WEST ADDISON STREET,CHICAGO,60618,,,,
34th Ward Office,507 W. 111th St.,Chicago,60628,,,,
27th Ward Office,4 N. Western Ave.,Chicago,60612,,,,
Walgreens,3222 N MILWAUKEE AVE,CHICAGO,60618,,,,
Walgreens,2317 N CLARK ST,Chicago,60614,,,,
CVS/pharmacy,8712 SOUTH STONY ISLAND AVENUE,CHICAGO,60619,,,,
CVS/pharmacy,1819 NORTH HARLEM AVENUE,CHICAGO,60707,,,,
Olive Harvey City College Wellness Resource Fair,10001 S. Woodlawn Ave.,Chicago,60628,,,,
Walgreens,7510 N WESTERN AVE,Chicago,60645,,,,
CVS/pharmacy,1714 NORTH SHEFFIELD AVENUE,CHICAGO,60614,,,,
Walgreens,9434 S HALSTED ST,CHICAGO,60620,,,,
CVS/pharmacy,3033 NORTH BROADWAY STREET,CHICAGO,60657,,,,
CVS/pharmacy,1200 NORTH ASHLAND AVENUE,CHICAGO,60622,,,,
Walgreens,2001 N MILWAUKEE AVE,CHICAGO,60647,,,,
Walgreens,501 W ROOSEVELT RD,Chicago,60607,,,,
CVS/pharmacy,8025 SOUTH ASHLAND AVENUE,CHICAGO,60620,,,,
CVS/pharmacy,2828 N CLARK ST,CHICAGO,60657,,,,
Walgreens,5874 S ARCHER AVE,Chicago,60638,,,,
Walgreens,1546 N CENTRAL AVE,CHICAGO,60651,,,,
Walgreens,2301 W IRVING PARK RD,CHICAGO,60618,,,,
Walgreens,4025 N SHERIDAN RD,Chicago,60613,,,,
Walgreens,501 W ROOSEVELT RD,CHICAGO,60607,,,,
10th Ward-Knights of Columbus,11207 S EWING AVE,CHICAGO,60617,,,,
Walgreens,5158 N LINCOLN AVE,Chicago,60625,,,,
CVS/pharmacy,3615 NORTH CENTRAL AVENUE,CHICAGO,60634,,,,
CVS/pharmacy,7858 SOUTH HALSTED STREET,CHICAGO,60620,,,,
St. Michael the Archangel Catolic Church,1936 W. 48th St.,Chicago,60609,,,,
CVS/pharmacy,520 SOUTH  STATE STREET,CHICAGO,60605,,,,
CVS/pharmacy,11 EAST 14TH STREET,CHICAGO HEIGHTS,60411,,,,
Walgreens,1200 N DEARBORN ST,CHICAGO,60610,,,,
CVS/pharmacy,3944 NORTH WESTERN AVENUE,Chicago,60618,,,,
Walgreens,3303 W 26TH ST,CHICAGO,60623,,,,
41st Ward-Taft High School,6530 W. Bryn Mawr Ave.,Chicago,60631,,,,
CVS/pharmacy,7855 SOUTH WESTERN AVENUE,Chicago,60652,,,,
Truman College-Family Flu Day,1145 W. Wilson Ave.,Chicago,60640,,,,
CVS/pharmacy,8025 SOUTH ASHLAND AVENUE,CHICAGO,60620,,,,
14th Ward-Polish Highlanders,4808 S. Archer Ave.,Chicago,60632,,,,
Uptown WIC,845 W WILSON AVE,Chicago,60640,,,,
Walgreens,4040 N CICERO AVE,CHICAGO,60641,,,,
37th Ward Office,4926 W. Chicago Ave.,Chicago,60651,,,,
CVS/pharmacy,137 SOUTH STATE STREET,CHICAGO,60603,,,,
Walgreens,7111 S WESTERN AVE,CHICAGO,60636,,,,
Walgreens,3019 W PETERSON AVE,CHICAGO,60659,,,,
32nd Ward Office,2657 N. Clybourn Ave.,Chicago,60614,,,,
Wright College-Family Flu Day,4300 N. Narragansett Ave.,Chicago,60634,,,,
CVS/pharmacy,105 SOUTH WABASH AVENUE,Chicago,60603,,,,
Walgreens,30 N MICHIGAN AVE,CHICAGO,60602,,,,
Walgreens,1333 W BELMONT AVE,Chicago,60657,,,,
CVS/pharmacy,1620 WEST 59TH STREET,CHICAGO,60621,,,,
Jewel-Osco 3030,7530 S. Stoney Island,Chicago,60649,,,,
City Hall-11th Floor Lobby,121 N. LaSalle St.,Chicago,60602,,,,
CVS/pharmacy,741 WEST 31ST STREET,CHICAGO,60608,,,,
Walgreens,7045 S PULASKI RD,CHICAGO,60629,,,,
CVS/pharmacy,6417 WEST HIGGINS AVENUE,CHICAGO,60656,,,,
24th Ward Office,1158 S. Keeler Ave.,Chicago,60624,,,,
Walgreens,2011 E 95TH ST,Chicago,60617,,,,
47th Ward-Sulzer Library,4455 N. Lincoln Ave.,Chicago,60625,,,,
Walgreens,2924 E 92ND ST,CHICAGO,60617,,,,
Walgreens,501 W ROOSEVELT RD,CHICAGO,60607,,,,
Walgreens,3943 W 47TH ST,CHICAGO,60632,,,,
CVS/pharmacy,400 WEST MADISON STREET,CHICAGO,60606,,,,
Walgreens,5222 W MADISON ST,CHICAGO,60644,,,,
Walgreens,7652 W TOUHY AVE,CHICAGO,60631,,,,
Walgreens,5874 S ARCHER AVE,CHICAGO,60638,,,,
38th Ward Office,3821 N. Harlem Ave.,Chicago,60634,,,,
CVS/pharmacy,2545 MARTIN LUTHER KING,CHICAGO,60606,,,,
Walgreens,15 W WASHINGTON ST,CHICAGO,60602,,,,
CVS/pharmacy,641 WEST 63RD STREET,CHICAGO,60652,,,,
50th Ward - Croatian Cultural Center,2845 W. Devon Ave.,Chicago,60659,,,,
CVS/pharmacy,641 WEST 63RD STREET,Chicago,60652,,,,
CVS/pharmacy,105 SOUTH WABASH AVENUE,CHICAGO,60603,,,,
Walgreens,3800 W MADISON ST STE 101,CHICAGO,60624,,,,
CVS/pharmacy,101 NORTH CLINTON STREET,Chicago,60661,,,,
Walgreens,8636 S ASHLAND AVE,CHICAGO,60620,,,,
